historical_complaint_id,original_text,language,normalized_text_en,category,subcategory,city,ward,created_at,resolved_at,priority_label,actual_resolution_days,resolved_by_officer_id,resolution_summary,similarity_group_id,citizen_feedback_score
H0176,"Complaint about unclean public toilet near apartment block in Ward-20, Sambalpur.",en,"Complaint about unclean public toilet near apartment block in Ward-20, Sambalpur.",sanitation,unclean public toilet,Sambalpur,Ward-20,2025-10-10 18:24:00,2025-10-13 06:24:00,medium,2,O054,Bin cleared and collection schedule updated (medium priority case),SIM_SANITATION_04,3.0
H0177,"Need urgent repair for road damage in Ward-04, Sambalpur.",en,"Need urgent repair for road damage in Ward-04, Sambalpur.",roads,road damage,Sambalpur,Ward-04,2025-11-10 03:50:00,2025-11-22 07:50:00,low,12,O056,Work order raised for full resurfacing (low priority case),SIM_ROADS_02,3.8
H0178,"contaminated water has affected houses around Ward-09, Cuttack.",en,"contaminated water has affected houses around Ward-09, Cuttack.",water,contaminated water,Cuttack,Ward-09,2025-09-05 07:29:00,2025-09-09 11:29:00,medium,4,O018,Leak isolated and repaired (medium priority case),SIM_WATER_04,3.5
H0179,"People in Ward-14, Cuttack are facing transformer issue since 1 day.",en,"People in Ward-14, Cuttack are facing transformer issue since 1 day.",electricity,transformer issue,Cuttack,Ward-14,2025-08-14 16:38:00,2025-08-19 01:38:00,medium,4,O020,Transformer maintenance completed (medium priority case),SIM_ELECTRICITY_03,4.1
H0180,"Citizens reported road signage missing in Ward-01, Bhubaneswar.",en,"Citizens reported road signage missing in Ward-01, Bhubaneswar.",transport,road signage missing,Bhubaneswar,Ward-01,2025-08-26 06:47:00,2025-08-28 23:47:00,medium,2,O015,Signal repaired and restarted (medium priority case),SIM_TRANSPORT_03,3.0
H0181,"Public safety complaint: unsafe construction debris in Ward-03, Cuttack.",en,"Public safety complaint: unsafe construction debris in Ward-03, Cuttack.",public_safety,unsafe construction debris,Cuttack,Ward-03,2025-09-19 00:23:00,2025-09-22 01:23:00,medium,3,O028,Temporary barricading installed (medium priority case),SIM_PUBLIC_SAFETY_04,3.2
H0182,ट्रैफिक सिग्नल बंद के कारण यातायात प्रभावित है।,hi,"traffic signal not working at junction in Ward-16, Sambalpur.",transport,traffic signal not working,Sambalpur,Ward-16,2025-12-20 03:24:00,2025-12-23 13:24:00,medium,3,O063,Parking enforcement team dispatched (medium priority case),SIM_TRANSPORT_01,4.4
H0183,"overflowing bin in Ward-06, Puri for the last 3 days.",en,"overflowing bin in Ward-06, Puri for the last 3 days.",sanitation,overflowing bin,Puri,Ward-06,2025-08-08 12:02:00,2025-08-10 21:02:00,medium,2,O038,Garbage removed and area cleaned (medium priority case),SIM_SANITATION_02,3.4
H0184,धुएँ की परेशानी के कारण स्वास्थ्य जोखिम है।,hi,"smoke nuisance observed in Ward-09, Cuttack.",health,smoke nuisance,Cuttack,Ward-09,2025-08-29 06:54:00,2025-08-30 07:54:00,high,1,O029,Waste dumping site cleaned (high priority case),SIM_HEALTH_04,4.0
H0185,सड़क खराब के कारण लोगों को दिक्कत हो रही है।,hi,"road damage on main road of Ward-12, Bhubaneswar.",roads,road damage,Bhubaneswar,Ward-12,2025-10-03 21:54:00,2025-10-08 12:54:00,high,4,O008,Divider repaired and marked (high priority case),SIM_ROADS_02,4.1
H0186,खुला इलेक्ट्रिक बॉक्स के लिए तुरंत कार्रवाई चाहिए।,hi,"open electric box creating danger in Ward-18, Puri.",public_safety,open electric box,Puri,Ward-18,2025-09-12 05:14:00,2025-09-16 05:14:00,medium,4,O044,Emergency crew resolved unsafe condition (medium priority case),SIM_PUBLIC_SAFETY_02,3.5
H0187,"Ward-15, Puri में ट्रैफिक सिग्नल बंद की समस्या है।",hi,"traffic signal not working at junction in Ward-15, Puri.",transport,traffic signal not working,Puri,Ward-15,2025-11-04 02:14:00,2025-11-08 09:14:00,low,4,O048,Bus stop maintenance request completed (low priority case),SIM_TRANSPORT_01,4.8
H0188,"Immediate action needed for unsafe construction debris near Ward-12, Bhubaneswar.",en,"Immediate action needed for unsafe construction debris near Ward-12, Bhubaneswar.",public_safety,unsafe construction debris,Bhubaneswar,Ward-12,2025-10-22 11:59:00,2025-10-23 13:59:00,high,1,O011,Hazard removed and area secured (high priority case),SIM_PUBLIC_SAFETY_04,3.9
H0189,"Complaint about unclean public toilet near apartment block in Ward-16, Sambalpur.",en,"Complaint about unclean public toilet near apartment block in Ward-16, Sambalpur.",sanitation,unclean public toilet,Sambalpur,Ward-16,2025-09-10 14:31:00,2025-09-15 05:31:00,low,4,O053,Sanitation team dispatched (low priority case),SIM_SANITATION_04,3.4
H0190,"Ward-11, Sambalpur में सड़क खराब की मरम्मत चाहिए।",hi,"road damage on main road of Ward-11, Sambalpur.",roads,road damage,Sambalpur,Ward-11,2025-10-04 16:54:00,2025-10-12 18:54:00,medium,8,O056,Temporary patch work completed (medium priority case),SIM_ROADS_02,3.2
H0191,"unclean public toilet in Ward-19, Bhubaneswar for the last 2 hours.",en,"unclean public toilet in Ward-19, Bhubaneswar for the last 2 hours.",sanitation,unclean public toilet,Bhubaneswar,Ward-19,2025-08-01 17:30:00,2025-08-04 22:30:00,low,3,O005,Garbage removed and area cleaned (low priority case),SIM_SANITATION_04,3.6
H0192,"Public safety complaint: fallen tree in Ward-18, Puri.",en,"Public safety complaint: fallen tree in Ward-18, Puri.",public_safety,fallen tree,Puri,Ward-18,2025-11-08 20:05:00,2025-11-10 21:05:00,low,2,O044,Hazard removed and area secured (low priority case),SIM_PUBLIC_SAFETY_01,4.6
H0193,"unclean public toilet in Ward-21, Cuttack for the last 1 day.",en,"unclean public toilet in Ward-21, Cuttack for the last 1 day.",sanitation,unclean public toilet,Cuttack,Ward-21,2025-08-12 11:29:00,2025-08-15 19:29:00,medium,3,O021,Sanitation team dispatched (medium priority case),SIM_SANITATION_04,4.6
H0194,बस स्टॉप खराब के कारण यातायात प्रभावित है।,hi,"bus stop damage at junction in Ward-19, Bhubaneswar.",transport,bus stop damage,Bhubaneswar,Ward-19,2025-10-21 01:51:00,2025-10-23 15:51:00,high,2,O016,Parking enforcement team dispatched (high priority case),SIM_TRANSPORT_02,3.6
H0195,"Ward-07, Sambalpur में गैरकानूनी कचरा फेंकना की शिकायत है।",hi,"illegal dumping observed in Ward-07, Sambalpur.",health,illegal dumping,Sambalpur,Ward-07,2025-08-07 15:05:00,2025-08-08 16:05:00,high,1,O062,Vector control team sprayed area (high priority case),SIM_HEALTH_03,3.2
H0196,"garbage not collected in Ward-07, Sambalpur for the last 1 day.",en,"garbage not collected in Ward-07, Sambalpur for the last 1 day.",sanitation,garbage not collected,Sambalpur,Ward-07,2025-10-22 13:27:00,2025-10-28 02:27:00,low,5,O053,Sanitation team dispatched (low priority case),SIM_SANITATION_01,4.3
H0197,"Citizens reported pothole near school in Ward-15, Puri.",en,"Citizens reported pothole near school in Ward-15, Puri.",roads,pothole,Puri,Ward-15,2025-08-09 17:02:00,2025-08-14 01:02:00,medium,4,O040,Temporary patch work completed (medium priority case),SIM_ROADS_01,4.6
H0198,"smoke nuisance observed in Ward-11, Sambalpur.",en,"smoke nuisance observed in Ward-11, Sambalpur.",health,smoke nuisance,Sambalpur,Ward-11,2025-12-07 15:36:00,2025-12-11 20:36:00,medium,4,O062,Vector control team sprayed area (medium priority case),SIM_HEALTH_04,4.9
H0199,"Urgent: transformer issue near market area of Ward-16, Sambalpur.",en,"Urgent: transformer issue near market area of Ward-16, Sambalpur.",electricity,transformer issue,Sambalpur,Ward-16,2025-09-17 19:58:00,2025-09-24 01:58:00,low,6,O051,Line fault repaired and supply restored (low priority case),SIM_ELECTRICITY_03,3.8
H0200,"Immediate action needed for stray dog issue near Ward-08, Bhubaneswar.",en,"Immediate action needed for stray dog issue near Ward-08, Bhubaneswar.",public_safety,stray dog issue,Bhubaneswar,Ward-08,2025-11-25 11:42:00,2025-11-27 03:42:00,high,1,O011,Temporary barricading installed (high priority case),SIM_PUBLIC_SAFETY_03,3.8
H0201,"Ward-03, Cuttack ରେ ଧୂଆଁର ଅସୁବିଧା ଅଭିଯୋଗ ଅଛି।",or,"smoke nuisance observed in Ward-03, Cuttack.",health,smoke nuisance,Cuttack,Ward-03,2025-08-04 10:26:00,2025-08-06 04:26:00,medium,1,O030,Stagnant water removed (medium priority case),SIM_HEALTH_04,4.7
H0202,"bus stop damage at junction in Ward-20, Sambalpur.",en,"bus stop damage at junction in Ward-20, Sambalpur.",transport,bus stop damage,Sambalpur,Ward-20,2025-11-20 15:54:00,2025-11-22 16:54:00,high,2,O064,Parking enforcement team dispatched (high priority case),SIM_TRANSPORT_02,4.8
H0203,"There is mosquito breeding near residential area in Ward-10, Puri.",en,"There is mosquito breeding near residential area in Ward-10, Puri.",health,mosquito breeding,Puri,Ward-10,2025-10-13 18:03:00,2025-10-14 20:03:00,high,1,O046,Waste dumping site cleaned (high priority case),SIM_HEALTH_01,4.6
H0204,Ward-20 ଅଞ୍ଚଳରେ କମ୍ ପାଣି ଚାପ ପଛଲା 3 ଦିନ ଧରି ଚାଲିଛି।,or,There is low pressure near Ward-20 in Sambalpur since 3 days.,water,low pressure,Sambalpur,Ward-20,2025-10-31 12:42:00,2025-11-04 05:42:00,medium,3,O050,Leak isolated and repaired (medium priority case),SIM_WATER_03,4.7
H0205,"open electric box creating danger in Ward-07, Sambalpur.",en,"open electric box creating danger in Ward-07, Sambalpur.",public_safety,open electric box,Sambalpur,Ward-07,2025-10-22 06:01:00,2025-10-23 09:01:00,high,1,O060,Temporary barricading installed (high priority case),SIM_PUBLIC_SAFETY_02,4.5
H0206,"People are suffering due to manhole cover broken in Ward-14, Cuttack.",en,"People are suffering due to manhole cover broken in Ward-14, Cuttack.",drainage,manhole cover broken,Cuttack,Ward-14,2025-08-18 00:48:00,2025-08-20 09:48:00,high,2,O025,Manhole cover replaced (high priority case),SIM_DRAINAGE_04,4.4
H0207,"People in Ward-05, Bhubaneswar are facing power outage since 5 hours.",en,"People in Ward-05, Bhubaneswar are facing power outage since 5 hours.",electricity,power outage,Bhubaneswar,Ward-05,2025-08-20 17:48:00,2025-08-22 07:48:00,high,1,O004,Line fault repaired and supply restored (high priority case),SIM_ELECTRICITY_01,4.0
H0208,"Urgent: transformer issue near market area of Ward-16, Sambalpur.",en,"Urgent: transformer issue near market area of Ward-16, Sambalpur.",electricity,transformer issue,Sambalpur,Ward-16,2025-09-02 16:34:00,2025-09-04 00:34:00,medium,1,O052,Line fault repaired and supply restored (medium priority case),SIM_ELECTRICITY_03,4.8
H0209,"street light failure reported in Ward-05, Bhubaneswar for 5 hours.",en,"street light failure reported in Ward-05, Bhubaneswar for 5 hours.",electricity,street light failure,Bhubaneswar,Ward-05,2025-12-08 14:40:00,2025-12-12 01:40:00,medium,3,O003,Street light circuit replaced (medium priority case),SIM_ELECTRICITY_02,4.7
H0210,"Urgent: sparking wire near market area of Ward-20, Sambalpur.",en,"Urgent: sparking wire near market area of Ward-20, Sambalpur.",electricity,sparking wire,Sambalpur,Ward-20,2025-12-06 11:14:00,2025-12-08 02:14:00,high,1,O052,Street light circuit replaced (high priority case),SIM_ELECTRICITY_04,3.8
H0211,"Need urgent repair for pothole in Ward-02, Puri.",en,"Need urgent repair for pothole in Ward-02, Puri.",roads,pothole,Puri,Ward-02,2025-11-22 19:59:00,2025-11-25 06:59:00,high,2,O040,Work order raised for full resurfacing (high priority case),SIM_ROADS_01,3.8
H0212,"Public safety complaint: fallen tree in Ward-12, Bhubaneswar.",en,"Public safety complaint: fallen tree in Ward-12, Bhubaneswar.",public_safety,fallen tree,Bhubaneswar,Ward-12,2025-10-24 17:35:00,2025-10-28 10:35:00,medium,3,O011,Emergency crew resolved unsafe condition (medium priority case),SIM_PUBLIC_SAFETY_01,3.2
H0213,"Immediate action needed for stray dog issue near Ward-05, Bhubaneswar.",en,"Immediate action needed for stray dog issue near Ward-05, Bhubaneswar.",public_safety,stray dog issue,Bhubaneswar,Ward-05,2025-11-22 20:08:00,2025-11-24 04:08:00,high,1,O011,Hazard removed and area secured (high priority case),SIM_PUBLIC_SAFETY_03,3.6
H0214,"Urgent: transformer issue near market area of Ward-20, Sambalpur.",en,"Urgent: transformer issue near market area of Ward-20, Sambalpur.",electricity,transformer issue,Sambalpur,Ward-20,2025-09-19 00:20:00,2025-09-20 05:20:00,high,1,O052,Line fault repaired and supply restored (high priority case),SIM_ELECTRICITY_03,4.7
H0215,"fallen tree creating danger in Ward-01, Bhubaneswar.",en,"fallen tree creating danger in Ward-01, Bhubaneswar.",public_safety,fallen tree,Bhubaneswar,Ward-01,2025-11-08 17:51:00,2025-11-09 19:51:00,high,1,O011,Hazard removed and area secured (high priority case),SIM_PUBLIC_SAFETY_01,3.6
H0216,"People are suffering due to sewer overflow in Ward-19, Bhubaneswar.",en,"People are suffering due to sewer overflow in Ward-19, Bhubaneswar.",drainage,sewer overflow,Bhubaneswar,Ward-19,2025-10-12 02:05:00,2025-10-16 12:05:00,medium,4,O009,Manhole cover replaced (medium priority case),SIM_DRAINAGE_03,3.1
H0217,"power outage reported in Ward-19, Bhubaneswar for 2 days.",en,"power outage reported in Ward-19, Bhubaneswar for 2 days.",electricity,power outage,Bhubaneswar,Ward-19,2025-11-01 20:06:00,2025-11-04 04:06:00,high,2,O004,Transformer maintenance completed (high priority case),SIM_ELECTRICITY_01,4.9
H0218,"street light failure reported in Ward-14, Cuttack for 1 week.",en,"street light failure reported in Ward-14, Cuttack for 1 week.",electricity,street light failure,Cuttack,Ward-14,2025-10-20 15:13:00,2025-10-23 19:13:00,low,3,O019,Transformer maintenance completed (low priority case),SIM_ELECTRICITY_02,4.9
H0219,गैरकानूनी कचरा फेंकना के कारण स्वास्थ्य जोखिम है।,hi,"illegal dumping observed in Ward-03, Cuttack.",health,illegal dumping,Cuttack,Ward-03,2025-08-11 12:27:00,2025-08-18 18:27:00,low,7,O029,Vector control team sprayed area (low priority case),SIM_HEALTH_03,4.7
H0220,खतरनाक निर्माण मलबा के लिए तुरंत कार्रवाई चाहिए।,hi,"unsafe construction debris creating danger in Ward-06, Puri.",public_safety,unsafe construction debris,Puri,Ward-06,2025-12-25 11:56:00,2025-12-29 14:56:00,low,4,O044,Emergency crew resolved unsafe condition (low priority case),SIM_PUBLIC_SAFETY_04,4.3
H0221,"Ward-04, Sambalpur में गंदा पानी की समस्या है।",hi,There is contaminated water near Ward-04 in Sambalpur since 5 hours.,water,contaminated water,Sambalpur,Ward-04,2025-11-08 09:07:00,2025-11-11 16:07:00,medium,3,O049,Contamination source flushed (medium priority case),SIM_WATER_04,3.1
H0222,"contaminated water has affected houses around Ward-03, Cuttack.",en,"contaminated water has affected houses around Ward-03, Cuttack.",water,contaminated water,Cuttack,Ward-03,2025-12-01 18:07:00,2025-12-03 18:07:00,medium,2,O017,Leak isolated and repaired (medium priority case),SIM_WATER_04,3.7
H0223,"Please address garbage not collected in Ward-07, Sambalpur.",en,"Please address garbage not collected in Ward-07, Sambalpur.",sanitation,garbage not collected,Sambalpur,Ward-07,2025-09-17 07:28:00,2025-09-22 13:28:00,low,5,O054,Garbage removed and area cleaned (low priority case),SIM_SANITATION_01,3.4
H0224,"damaged footpath on main road of Ward-06, Puri.",en,"damaged footpath on main road of Ward-06, Puri.",roads,damaged footpath,Puri,Ward-06,2025-10-14 07:29:00,2025-10-18 12:29:00,medium,4,O040,Temporary patch work completed (medium priority case),SIM_ROADS_04,4.5
H0225,"pothole on main road of Ward-15, Puri.",en,"pothole on main road of Ward-15, Puri.",roads,pothole,Puri,Ward-15,2025-10-21 03:50:00,2025-10-28 19:50:00,medium,7,O039,Divider repaired and marked (medium priority case),SIM_ROADS_01,3.9
H0226,सड़क खराब के कारण लोगों को दिक्कत हो रही है।,hi,"road damage on main road of Ward-15, Puri.",roads,road damage,Puri,Ward-15,2025-08-28 18:30:00,2025-09-06 01:30:00,low,8,O040,Temporary patch work completed (low priority case),SIM_ROADS_02,3.0
H0227,"Ward-21, Cuttack में बस स्टॉप खराब की समस्या है।",hi,"bus stop damage at junction in Ward-21, Cuttack.",transport,bus stop damage,Cuttack,Ward-21,2025-10-03 15:33:00,2025-10-04 23:33:00,medium,1,O031,Bus stop maintenance request completed (medium priority case),SIM_TRANSPORT_02,4.7
H0228,"Ward-02, Puri में मच्छरों का प्रकोप की शिकायत है।",hi,"mosquito breeding observed in Ward-02, Puri.",health,mosquito breeding,Puri,Ward-02,2025-12-08 16:42:00,2025-12-11 09:42:00,high,2,O046,Waste dumping site cleaned (high priority case),SIM_HEALTH_01,4.0
H0229,"Ward-01, Bhubaneswar ରେ ମରା ପଶୁ ଉଠାଯାଇନି ସମସ୍ୟା ଅଛି।",or,"dead animal pickup in Ward-01, Bhubaneswar for the last 1 week.",sanitation,dead animal pickup,Bhubaneswar,Ward-01,2025-09-28 14:00:00,2025-10-04 05:00:00,low,5,O006,Garbage removed and area cleaned (low priority case),SIM_SANITATION_03,3.2
H0230,गैरकानूनी कचरा फेंकना के कारण स्वास्थ्य जोखिम है।,hi,"illegal dumping observed in Ward-10, Puri.",health,illegal dumping,Puri,Ward-10,2025-11-15 23:12:00,2025-11-17 06:12:00,medium,1,O046,Vector control team sprayed area (medium priority case),SIM_HEALTH_03,4.7
H0231,"road signage missing at junction in Ward-06, Puri.",en,"road signage missing at junction in Ward-06, Puri.",transport,road signage missing,Puri,Ward-06,2025-08-18 23:36:00,2025-08-21 03:36:00,medium,2,O047,Bus stop maintenance request completed (medium priority case),SIM_TRANSPORT_03,4.7
H0232,"traffic signal not working at junction in Ward-21, Cuttack.",en,"traffic signal not working at junction in Ward-21, Cuttack.",transport,traffic signal not working,Cuttack,Ward-21,2025-09-08 01:47:00,2025-09-13 07:47:00,low,5,O032,Bus stop maintenance request completed (low priority case),SIM_TRANSPORT_01,3.2
H0233,"Residents in Ward-18, Puri are facing contaminated water for 1 day.",en,"Residents in Ward-18, Puri are facing contaminated water for 1 day.",water,contaminated water,Puri,Ward-18,2025-08-17 07:21:00,2025-08-20 14:21:00,medium,3,O034,Leak isolated and repaired (medium priority case),SIM_WATER_04,3.2
H0234,खराब फुटपाथ के कारण लोगों को दिक्कत हो रही है।,hi,"damaged footpath on main road of Ward-02, Puri.",roads,damaged footpath,Puri,Ward-02,2025-09-07 07:50:00,2025-09-14 20:50:00,medium,7,O039,Temporary patch work completed (medium priority case),SIM_ROADS_04,3.2
H0235,Ward-03 इलाके में मैनहोल का ढक्कन टूटा की समस्या है।,hi,"manhole cover broken near Ward-03, Cuttack after rain.",drainage,manhole cover broken,Cuttack,Ward-03,2025-08-05 23:47:00,2025-08-14 02:47:00,low,8,O026,Manhole cover replaced (low priority case),SIM_DRAINAGE_04,3.6
H0236,"Ward-09, Cuttack ରେ ଆବର୍ଜନା ଉଠାଯାଇନି ସମସ୍ୟା ଅଛି।",or,"garbage not collected in Ward-09, Cuttack for the last 5 hours.",sanitation,garbage not collected,Cuttack,Ward-09,2025-10-19 00:03:00,2025-10-20 14:03:00,high,1,O021,Sanitation team dispatched (high priority case),SIM_SANITATION_01,3.3
H0237,"Ward-08, Bhubaneswar में टूटा डिवाइडर की मरम्मत चाहिए।",hi,"broken divider on main road of Ward-08, Bhubaneswar.",roads,broken divider,Bhubaneswar,Ward-08,2025-10-21 05:24:00,2025-10-24 05:24:00,high,3,O007,Work order raised for full resurfacing (high priority case),SIM_ROADS_03,3.1
H0238,ମଶା ବଢ଼ୁଛି ଯୋଗୁଁ ସ୍ୱାସ୍ଥ୍ୟ ଝୁମ୍କି ରହିଛି।,or,"mosquito breeding observed in Ward-03, Cuttack.",health,mosquito breeding,Cuttack,Ward-03,2025-09-09 12:44:00,2025-09-10 17:44:00,high,1,O029,Waste dumping site cleaned (high priority case),SIM_HEALTH_01,4.0
H0239,"bus stop damage at junction in Ward-06, Puri.",en,"bus stop damage at junction in Ward-06, Puri.",transport,bus stop damage,Puri,Ward-06,2025-11-12 20:13:00,2025-11-13 20:13:00,high,1,O048,Bus stop maintenance request completed (high priority case),SIM_TRANSPORT_02,3.6
H0240,"Ward-20, Sambalpur में बिजली गुल की शिकायत है।",hi,"power outage reported in Ward-20, Sambalpur for 5 hours.",electricity,power outage,Sambalpur,Ward-20,2025-11-04 23:30:00,2025-11-08 11:30:00,low,3,O051,Line fault repaired and supply restored (low priority case),SIM_ELECTRICITY_01,4.0
H0241,"Please address garbage not collected in Ward-09, Cuttack.",en,"Please address garbage not collected in Ward-09, Cuttack.",sanitation,garbage not collected,Cuttack,Ward-09,2025-08-15 15:21:00,2025-08-18 07:21:00,medium,2,O021,Garbage removed and area cleaned (medium priority case),SIM_SANITATION_01,3.5
H0242,"Please address garbage not collected in Ward-06, Puri.",en,"Please address garbage not collected in Ward-06, Puri.",sanitation,garbage not collected,Puri,Ward-06,2025-09-08 00:44:00,2025-09-11 02:44:00,low,3,O037,Garbage removed and area cleaned (low priority case),SIM_SANITATION_01,4.2
H0243,"Ward-19, Bhubaneswar ରେ ମଶା ବଢ଼ୁଛି ଅଭିଯୋଗ ଅଛି।",or,"mosquito breeding observed in Ward-19, Bhubaneswar.",health,mosquito breeding,Bhubaneswar,Ward-19,2025-08-06 11:02:00,2025-08-10 11:02:00,medium,4,O014,Waste dumping site cleaned (medium priority case),SIM_HEALTH_01,4.4
H0244,"Ward-08, Bhubaneswar ରେ ଷ୍ଟ୍ରିଟ୍ ଲାଇଟ୍ ଖରାପ ଅଭିଯୋଗ ମିଳିଛି।",or,"street light failure reported in Ward-08, Bhubaneswar for 1 week.",electricity,street light failure,Bhubaneswar,Ward-08,2025-11-26 18:12:00,2025-11-30 09:12:00,low,3,O003,Street light circuit replaced (low priority case),SIM_ELECTRICITY_02,4.6
H0245,Ward-18 ଅଞ୍ଚଳରେ ପାଇପ ଲିକେଜ୍ ପଛଲା 5 ଘଣ୍ଟା ଧରି ଚାଲିଛି।,or,There is pipeline leakage near Ward-18 in Puri since 5 hours.,water,pipeline leakage,Puri,Ward-18,2025-11-24 02:07:00,2025-11-30 18:07:00,low,6,O034,Valve adjusted and water supply restored (low priority case),SIM_WATER_01,3.5
H0246,"Please address unclean public toilet in Ward-19, Bhubaneswar.",en,"Please address unclean public toilet in Ward-19, Bhubaneswar.",sanitation,unclean public toilet,Bhubaneswar,Ward-19,2025-08-31 08:52:00,2025-09-02 17:52:00,medium,2,O005,Sanitation team dispatched (medium priority case),SIM_SANITATION_04,4.6
H0247,"mosquito breeding observed in Ward-15, Puri.",en,"mosquito breeding observed in Ward-15, Puri.",health,mosquito breeding,Puri,Ward-15,2025-08-01 20:42:00,2025-08-04 04:42:00,medium,2,O045,Stagnant water removed (medium priority case),SIM_HEALTH_01,3.7
H0248,"Urgent: transformer issue near market area of Ward-10, Puri.",en,"Urgent: transformer issue near market area of Ward-10, Puri.",electricity,transformer issue,Puri,Ward-10,2025-10-10 20:09:00,2025-10-13 04:09:00,medium,2,O035,Line fault repaired and supply restored (medium priority case),SIM_ELECTRICITY_03,5.0
H0249,"low pressure has affected houses around Ward-10, Puri.",en,"low pressure has affected houses around Ward-10, Puri.",water,low pressure,Puri,Ward-10,2025-11-16 01:30:00,2025-11-18 02:30:00,medium,2,O033,Leak isolated and repaired (medium priority case),SIM_WATER_03,3.5
H0250,"open electric box creating danger in Ward-04, Sambalpur.",en,"open electric box creating danger in Ward-04, Sambalpur.",public_safety,open electric box,Sambalpur,Ward-04,2025-09-13 12:53:00,2025-09-15 04:53:00,high,1,O059,Temporary barricading installed (high priority case),SIM_PUBLIC_SAFETY_02,4.8
H0251,Ward-08 इलाके में जलभराव की समस्या है।,hi,"waterlogging near Ward-08, Bhubaneswar after rain.",drainage,waterlogging,Bhubaneswar,Ward-08,2025-12-01 22:48:00,2025-12-07 04:48:00,medium,5,O009,Waterlogging cleared with suction pump (medium priority case),SIM_DRAINAGE_02,3.5
H0252,"Ward-09, Cuttack में चिंगारी वाली तार की शिकायत है।",hi,"sparking wire reported in Ward-09, Cuttack for 1 week.",electricity,sparking wire,Cuttack,Ward-09,2025-10-09 22:19:00,2025-10-12 03:19:00,high,2,O019,Line fault repaired and supply restored (high priority case),SIM_ELECTRICITY_04,4.8
H0253,"Immediate action needed for unsafe construction debris near Ward-27, Cuttack.",en,"Immediate action needed for unsafe construction debris near Ward-27, Cuttack.",public_safety,unsafe construction debris,Cuttack,Ward-27,2025-08-08 08:52:00,2025-08-09 20:52:00,high,1,O028,Temporary barricading installed (high priority case),SIM_PUBLIC_SAFETY_04,3.8
H0254,"Public safety complaint: fallen tree in Ward-10, Puri.",en,"Public safety complaint: fallen tree in Ward-10, Puri.",public_safety,fallen tree,Puri,Ward-10,2025-09-02 06:18:00,2025-09-05 12:18:00,medium,3,O044,Hazard removed and area secured (medium priority case),SIM_PUBLIC_SAFETY_01,4.3
H0255,"smoke nuisance observed in Ward-11, Sambalpur.",en,"smoke nuisance observed in Ward-11, Sambalpur.",health,smoke nuisance,Sambalpur,Ward-11,2025-12-04 02:06:00,2025-12-07 13:06:00,medium,3,O061,Waste dumping site cleaned (medium priority case),SIM_HEALTH_04,4.4
H0256,"People are suffering due to waterlogging in Ward-14, Cuttack.",en,"People are suffering due to waterlogging in Ward-14, Cuttack.",drainage,waterlogging,Cuttack,Ward-14,2025-08-07 18:18:00,2025-08-13 19:18:00,low,6,O025,Drain cleaned and flow restored (low priority case),SIM_DRAINAGE_02,3.4
H0257,"road damage on main road of Ward-14, Cuttack.",en,"road damage on main road of Ward-14, Cuttack.",roads,road damage,Cuttack,Ward-14,2025-12-17 01:09:00,2025-12-24 04:09:00,medium,7,O023,Temporary patch work completed (medium priority case),SIM_ROADS_02,4.4
H0258,"Ward-04, Sambalpur में ट्रैफिक सिग्नल बंद की समस्या है।",hi,"traffic signal not working at junction in Ward-04, Sambalpur.",transport,traffic signal not working,Sambalpur,Ward-04,2025-11-25 05:12:00,2025-11-28 20:12:00,high,3,O063,Signal repaired and restarted (high priority case),SIM_TRANSPORT_01,3.8
H0259,"Citizens reported damaged footpath near school in Ward-02, Puri.",en,"Citizens reported damaged footpath near school in Ward-02, Puri.",roads,damaged footpath,Puri,Ward-02,2025-09-26 06:24:00,2025-10-01 09:24:00,high,5,O039,Divider repaired and marked (high priority case),SIM_ROADS_04,4.7
H0260,"Residents in Ward-05, Bhubaneswar are facing no water supply for 2 hours.",en,"Residents in Ward-05, Bhubaneswar are facing no water supply for 2 hours.",water,no water supply,Bhubaneswar,Ward-05,2025-08-20 11:35:00,2025-08-25 15:35:00,medium,5,O002,Contamination source flushed (medium priority case),SIM_WATER_02,4.8
H0261,"Ward-14, Cuttack में धुएँ की परेशानी की शिकायत है।",hi,"smoke nuisance observed in Ward-14, Cuttack.",health,smoke nuisance,Cuttack,Ward-14,2025-10-11 06:58:00,2025-10-13 06:58:00,medium,2,O030,Stagnant water removed (medium priority case),SIM_HEALTH_04,3.7
H0262,"Complaint about garbage not collected near apartment block in Ward-02, Puri.",en,"Complaint about garbage not collected near apartment block in Ward-02, Puri.",sanitation,garbage not collected,Puri,Ward-02,2025-09-20 06:14:00,2025-09-21 13:14:00,high,1,O037,Sanitation team dispatched (high priority case),SIM_SANITATION_01,4.0
H0263,"Complaint about overflowing bin near apartment block in Ward-12, Bhubaneswar.",en,"Complaint about overflowing bin near apartment block in Ward-12, Bhubaneswar.",sanitation,overflowing bin,Bhubaneswar,Ward-12,2025-08-13 22:15:00,2025-08-15 12:15:00,high,1,O005,Bin cleared and collection schedule updated (high priority case),SIM_SANITATION_02,3.7
H0264,"Ward-08, Bhubaneswar में बिजली गुल की शिकायत है।",hi,"power outage reported in Ward-08, Bhubaneswar for 1 week.",electricity,power outage,Bhubaneswar,Ward-08,2025-10-29 01:34:00,2025-11-02 14:34:00,low,4,O004,Street light circuit replaced (low priority case),SIM_ELECTRICITY_01,4.3
