complaint_id,input_type,original_text,language,normalized_text_en,category,subcategory,city,ward,created_at,priority_label,eta_days_label,assigned_officer_id,assigned_department,citizen_sentiment_score,attachments_count,status
C0376,text,"Citizens reported traffic signal not working in Ward-14, Cuttack.",en,"Citizens reported traffic signal not working in Ward-14, Cuttack.",transport,traffic signal not working,Cuttack,Ward-14,2026-03-09 00:59:00,medium,6,O031,Traffic & Transport,0.22,3,in_progress
C0377,text,"Health-related complaint about smoke nuisance in Ward-05, Bhubaneswar.",en,"Health-related complaint about smoke nuisance in Ward-05, Bhubaneswar.",health,smoke nuisance,Bhubaneswar,Ward-05,2026-02-04 06:09:00,medium,4,O013,Public Health,0.49,2,submitted
C0378,video,"Citizens reported traffic signal not working in Ward-18, Puri.",en,"Citizens reported traffic signal not working in Ward-18, Puri.",transport,traffic signal not working,Puri,Ward-18,2026-03-11 02:46:00,low,6,O048,Traffic & Transport,0.9,0,submitted
C0379,text,"Citizens reported road signage missing in Ward-18, Puri.",en,"Citizens reported road signage missing in Ward-18, Puri.",transport,road signage missing,Puri,Ward-18,2026-02-05 06:40:00,medium,2,O047,Traffic & Transport,0.34,1,submitted
C0380,text,"People are suffering due to manhole cover broken in Ward-20, Sambalpur.",en,"People are suffering due to manhole cover broken in Ward-20, Sambalpur.",drainage,manhole cover broken,Sambalpur,Ward-20,2026-02-18 01:47:00,low,7,O058,Drainage,0.22,2,submitted
C0381,text,"People in Ward-11, Sambalpur are facing sparking wire since 2 days.",en,"People in Ward-11, Sambalpur are facing sparking wire since 2 days.",electricity,sparking wire,Sambalpur,Ward-11,2026-01-11 12:48:00,low,3,O051,Electrical,0.98,2,in_progress
C0382,text,"blocked drain near Ward-16, Sambalpur after rain.",en,"blocked drain near Ward-16, Sambalpur after rain.",drainage,blocked drain,Sambalpur,Ward-16,2026-01-15 05:37:00,medium,4,O057,Drainage,0.45,2,submitted
C0383,text,Ward-08 इलाके में मैनहोल का ढक्कन टूटा की समस्या है।,hi,"manhole cover broken near Ward-08, Bhubaneswar after rain.",drainage,manhole cover broken,Bhubaneswar,Ward-08,2026-02-24 20:59:00,high,3,O010,Drainage,0.35,0,in_progress
C0384,text,"stray dog issue creating danger in Ward-14, Cuttack.",en,"stray dog issue creating danger in Ward-14, Cuttack.",public_safety,stray dog issue,Cuttack,Ward-14,2026-01-31 08:52:00,medium,2,O028,Public Safety,0.31,3,submitted
C0385,text,"street light failure reported in Ward-09, Cuttack for 5 hours.",en,"street light failure reported in Ward-09, Cuttack for 5 hours.",electricity,street light failure,Cuttack,Ward-09,2026-02-09 15:58:00,low,6,O019,Electrical,0.84,4,submitted
C0386,text,"Please address dead animal pickup in Ward-15, Puri.",en,"Please address dead animal pickup in Ward-15, Puri.",sanitation,dead animal pickup,Puri,Ward-15,2026-03-01 13:09:00,medium,1,O037,Sanitation,0.44,0,submitted
C0387,text,"Ward-01, Bhubaneswar ରେ ସ୍ପାର୍କ୍ ହେଉଥିବା ତାର ଅଭିଯୋଗ ମିଳିଛି।",or,"sparking wire reported in Ward-01, Bhubaneswar for 2 days.",electricity,sparking wire,Bhubaneswar,Ward-01,2026-03-10 00:42:00,high,1,O003,Electrical,0.29,0,submitted
C0388,text,Ward-01 क्षेत्र में स्ट्रीट लाइट खराब पिछले 5 घंटे से है।,hi,"street light failure reported in Ward-01, Bhubaneswar for 5 hours.",electricity,street light failure,Bhubaneswar,Ward-01,2026-01-09 01:09:00,high,1,O004,Electrical,0.47,1,in_progress
C0389,video,"power outage reported in Ward-19, Bhubaneswar for 5 hours.",en,"power outage reported in Ward-19, Bhubaneswar for 5 hours.",electricity,power outage,Bhubaneswar,Ward-19,2026-03-06 16:34:00,medium,2,O004,Electrical,0.28,3,submitted
C0390,text,"Citizens reported bus stop damage in Ward-03, Cuttack.",en,"Citizens reported bus stop damage in Ward-03, Cuttack.",transport,bus stop damage,Cuttack,Ward-03,2026-01-28 03:07:00,medium,4,O031,Traffic & Transport,0.61,2,in_progress
C0391,text,"People in Ward-08, Bhubaneswar are facing sparking wire since 2 days.",en,"People in Ward-08, Bhubaneswar are facing sparking wire since 2 days.",electricity,sparking wire,Bhubaneswar,Ward-08,2026-01-20 14:35:00,high,2,O004,Electrical,0.97,0,resolved
C0392,text,"Ward-07, Sambalpur में गिरा हुआ पेड़ से खतरा है।",hi,"fallen tree creating danger in Ward-07, Sambalpur.",public_safety,fallen tree,Sambalpur,Ward-07,2026-02-14 22:42:00,medium,3,O060,Public Safety,0.31,0,in_progress
C0393,text,"People in Ward-14, Cuttack are facing street light failure since 5 hours.",en,"People in Ward-14, Cuttack are facing street light failure since 5 hours.",electricity,street light failure,Cuttack,Ward-14,2026-02-06 13:46:00,medium,1,O020,Electrical,0.8,2,in_progress
C0394,text,"Immediate action needed for unsafe construction debris near Ward-16, Sambalpur.",en,"Immediate action needed for unsafe construction debris near Ward-16, Sambalpur.",public_safety,unsafe construction debris,Sambalpur,Ward-16,2026-01-11 18:16:00,high,1,O060,Public Safety,0.38,1,submitted
C0395,text,"Urgent: power outage near market area of Ward-12, Bhubaneswar.",en,"Urgent: power outage near market area of Ward-12, Bhubaneswar.",electricity,power outage,Bhubaneswar,Ward-12,2026-01-27 04:39:00,medium,2,O004,Electrical,0.79,3,in_progress
C0396,text,"manhole cover broken near Ward-21, Cuttack after rain.",en,"manhole cover broken near Ward-21, Cuttack after rain.",drainage,manhole cover broken,Cuttack,Ward-21,2026-02-07 01:56:00,medium,2,O025,Drainage,0.55,4,in_progress
C0397,video,ମରା ପଶୁ ଉଠାଯାଇନି ପାଇଁ Ward-19 ଅଞ୍ଚଳରେ ଅସୁବିଧା ହେଉଛି।,or,"dead animal pickup in Ward-19, Bhubaneswar for the last 5 hours.",sanitation,dead animal pickup,Bhubaneswar,Ward-19,2026-03-03 09:24:00,medium,3,O005,Sanitation,0.29,3,in_progress
C0398,audio,There is low pressure near Ward-21 in Cuttack since 3 days.,en,There is low pressure near Ward-21 in Cuttack since 3 days.,water,low pressure,Cuttack,Ward-21,2026-01-28 16:03:00,low,5,O018,Water Supply,0.24,3,resolved
C0399,audio,"fallen tree creating danger in Ward-12, Bhubaneswar.",en,"fallen tree creating danger in Ward-12, Bhubaneswar.",public_safety,fallen tree,Bhubaneswar,Ward-12,2026-01-22 04:15:00,low,4,O012,Public Safety,0.44,0,resolved
C0400,text,"Public safety complaint: fallen tree in Ward-05, Bhubaneswar.",en,"Public safety complaint: fallen tree in Ward-05, Bhubaneswar.",public_safety,fallen tree,Bhubaneswar,Ward-05,2026-03-01 17:30:00,high,1,O012,Public Safety,0.97,3,submitted
C0401,text,"bus stop damage at junction in Ward-01, Bhubaneswar.",en,"bus stop damage at junction in Ward-01, Bhubaneswar.",transport,bus stop damage,Bhubaneswar,Ward-01,2026-02-01 08:27:00,medium,3,O016,Traffic & Transport,0.7,1,resolved
C0402,text,"Complaint filed for blocked drain in Ward-14, Cuttack since 3 days.",en,"Complaint filed for blocked drain in Ward-14, Cuttack since 3 days.",drainage,blocked drain,Cuttack,Ward-14,2026-03-05 17:05:00,medium,6,O025,Drainage,0.27,0,in_progress
C0403,text,"There is illegal dumping near residential area in Ward-07, Sambalpur.",en,"There is illegal dumping near residential area in Ward-07, Sambalpur.",health,illegal dumping,Sambalpur,Ward-07,2026-01-28 01:12:00,low,7,O062,Public Health,0.4,1,resolved
C0404,text,"illegal parking at junction in Ward-09, Cuttack.",en,"illegal parking at junction in Ward-09, Cuttack.",transport,illegal parking,Cuttack,Ward-09,2026-03-04 08:40:00,medium,6,O032,Traffic & Transport,0.36,1,submitted
C0405,audio,"There is illegal dumping near residential area in Ward-15, Puri.",en,"There is illegal dumping near residential area in Ward-15, Puri.",health,illegal dumping,Puri,Ward-15,2026-02-25 11:10:00,high,2,O046,Public Health,0.67,0,submitted
C0406,text,"Citizens reported damaged footpath near school in Ward-08, Bhubaneswar.",en,"Citizens reported damaged footpath near school in Ward-08, Bhubaneswar.",roads,damaged footpath,Bhubaneswar,Ward-08,2026-01-18 13:10:00,low,11,O008,Roads & Works,0.22,2,in_progress
C0407,audio,"pipeline leakage has affected houses around Ward-21, Cuttack.",en,"pipeline leakage has affected houses around Ward-21, Cuttack.",water,pipeline leakage,Cuttack,Ward-21,2026-02-05 01:57:00,medium,2,O018,Water Supply,0.71,1,submitted
C0408,text,"Complaint filed for blocked drain in Ward-12, Bhubaneswar since 3 days.",en,"Complaint filed for blocked drain in Ward-12, Bhubaneswar since 3 days.",drainage,blocked drain,Bhubaneswar,Ward-12,2026-03-13 08:37:00,high,2,O010,Drainage,0.83,3,submitted
C0409,text,"Please address dead animal pickup in Ward-05, Bhubaneswar.",en,"Please address dead animal pickup in Ward-05, Bhubaneswar.",sanitation,dead animal pickup,Bhubaneswar,Ward-05,2026-02-15 20:23:00,medium,3,O005,Sanitation,0.45,1,resolved
C0410,audio,"stray dog issue creating danger in Ward-21, Cuttack.",en,"stray dog issue creating danger in Ward-21, Cuttack.",public_safety,stray dog issue,Cuttack,Ward-21,2026-02-26 20:51:00,medium,4,O027,Public Safety,0.92,2,in_progress
C0411,text,"open electric box creating danger in Ward-02, Puri.",en,"open electric box creating danger in Ward-02, Puri.",public_safety,open electric box,Puri,Ward-02,2026-03-12 12:48:00,high,1,O044,Public Safety,0.36,4,in_progress
C0412,text,"Ward-11, Sambalpur ରେ ପାଇପ ଲିକେଜ୍ ସମସ୍ୟା ହେଉଛି।",or,There is pipeline leakage near Ward-11 in Sambalpur since 2 days.,water,pipeline leakage,Sambalpur,Ward-11,2026-03-03 13:27:00,medium,4,O050,Water Supply,0.74,2,submitted
C0413,text,ट्रैफिक सिग्नल बंद के कारण यातायात प्रभावित है।,hi,"traffic signal not working at junction in Ward-02, Puri.",transport,traffic signal not working,Puri,Ward-02,2026-02-04 12:12:00,high,2,O048,Traffic & Transport,0.65,1,in_progress
C0414,text,"There is smoke nuisance near residential area in Ward-14, Cuttack.",en,"There is smoke nuisance near residential area in Ward-14, Cuttack.",health,smoke nuisance,Cuttack,Ward-14,2026-01-29 06:51:00,high,3,O029,Public Health,0.27,3,resolved
C0415,text,"no water supply has affected houses around Ward-03, Cuttack.",en,"no water supply has affected houses around Ward-03, Cuttack.",water,no water supply,Cuttack,Ward-03,2026-02-06 22:38:00,high,1,O017,Water Supply,0.27,0,submitted
C0416,text,"Citizens reported traffic signal not working in Ward-16, Sambalpur.",en,"Citizens reported traffic signal not working in Ward-16, Sambalpur.",transport,traffic signal not working,Sambalpur,Ward-16,2026-03-06 00:31:00,high,2,O064,Traffic & Transport,0.54,1,resolved
C0417,text,"road damage on main road of Ward-15, Puri.",en,"road damage on main road of Ward-15, Puri.",roads,road damage,Puri,Ward-15,2026-02-23 01:28:00,high,3,O040,Roads & Works,0.65,0,submitted
C0418,text,ଖୋଲା ବିଦ୍ୟୁତ ବକ୍ସ ପାଇଁ ତୁରନ୍ତ କାର୍ଯ୍ୟାନୁଷ୍ଠାନ ଦରକାର।,or,"open electric box creating danger in Ward-21, Cuttack.",public_safety,open electric box,Cuttack,Ward-21,2026-01-06 08:03:00,medium,1,O028,Public Safety,0.57,0,submitted
C0419,text,"People are suffering due to sewer overflow in Ward-16, Sambalpur.",en,"People are suffering due to sewer overflow in Ward-16, Sambalpur.",drainage,sewer overflow,Sambalpur,Ward-16,2026-01-15 19:32:00,high,2,O057,Drainage,0.88,2,in_progress
C0420,audio,"Complaint about garbage not collected near apartment block in Ward-11, Sambalpur.",en,"Complaint about garbage not collected near apartment block in Ward-11, Sambalpur.",sanitation,garbage not collected,Sambalpur,Ward-11,2026-02-07 00:18:00,low,4,O054,Sanitation,0.85,5,submitted
C0421,text,"Ward-21, Cuttack में खुला इलेक्ट्रिक बॉक्स से खतरा है।",hi,"open electric box creating danger in Ward-21, Cuttack.",public_safety,open electric box,Cuttack,Ward-21,2026-01-05 23:14:00,medium,1,O028,Public Safety,0.57,3,submitted
C0422,text,"Ward-16, Sambalpur ରେ କମ୍ ପାଣି ଚାପ ସମସ୍ୟା ହେଉଛି।",or,There is low pressure near Ward-16 in Sambalpur since 3 days.,water,low pressure,Sambalpur,Ward-16,2026-03-14 12:46:00,medium,2,O050,Water Supply,0.47,2,submitted
C0423,audio,Cuttack के Ward-27 में जलभराव हो रहा है।,hi,"waterlogging near Ward-27, Cuttack after rain.",drainage,waterlogging,Cuttack,Ward-27,2026-01-07 21:15:00,medium,5,O025,Drainage,0.27,2,in_progress
C0424,audio,"There is mosquito breeding near residential area in Ward-08, Bhubaneswar.",en,"There is mosquito breeding near residential area in Ward-08, Bhubaneswar.",health,mosquito breeding,Bhubaneswar,Ward-08,2026-02-26 14:30:00,high,3,O014,Public Health,0.95,0,submitted
C0425,audio,"Transport complaint: bus stop damage near bus stand in Ward-08, Bhubaneswar.",en,"Transport complaint: bus stop damage near bus stand in Ward-08, Bhubaneswar.",transport,bus stop damage,Bhubaneswar,Ward-08,2026-03-05 19:04:00,low,6,O016,Traffic & Transport,0.5,1,submitted
C0426,text,"street light failure reported in Ward-04, Sambalpur for 2 days.",en,"street light failure reported in Ward-04, Sambalpur for 2 days.",electricity,street light failure,Sambalpur,Ward-04,2026-02-26 03:09:00,medium,4,O052,Electrical,0.58,2,resolved
C0427,video,"stray dog issue creating danger in Ward-03, Cuttack.",en,"stray dog issue creating danger in Ward-03, Cuttack.",public_safety,stray dog issue,Cuttack,Ward-03,2026-02-21 13:27:00,medium,2,O028,Public Safety,0.53,1,submitted
C0428,text,"Urgent: transformer issue near market area of Ward-04, Sambalpur.",en,"Urgent: transformer issue near market area of Ward-04, Sambalpur.",electricity,transformer issue,Sambalpur,Ward-04,2026-02-15 07:40:00,high,2,O051,Electrical,0.27,0,resolved
C0429,text,Ward-07 इलाके में जलभराव की समस्या है।,hi,"waterlogging near Ward-07, Sambalpur after rain.",drainage,waterlogging,Sambalpur,Ward-07,2026-02-18 20:03:00,low,6,O058,Drainage,0.6,3,submitted
C0430,text,"Ward-10, Puri ରେ ପଡ଼ିଥିବା ଗଛ ଦ୍ୱାରା ବିପଦ ହେଉଛି।",or,"fallen tree creating danger in Ward-10, Puri.",public_safety,fallen tree,Puri,Ward-10,2026-03-14 06:25:00,high,1,O044,Public Safety,0.52,2,in_progress
C0431,text,"Transport complaint: road signage missing near bus stand in Ward-20, Sambalpur.",en,"Transport complaint: road signage missing near bus stand in Ward-20, Sambalpur.",transport,road signage missing,Sambalpur,Ward-20,2026-02-21 21:16:00,high,3,O063,Traffic & Transport,0.54,3,submitted
C0432,audio,गलत पार्किंग के कारण यातायात प्रभावित है।,hi,"illegal parking at junction in Ward-21, Cuttack.",transport,illegal parking,Cuttack,Ward-21,2026-02-23 02:52:00,medium,4,O032,Traffic & Transport,0.73,3,resolved
C0433,text,"Please address garbage not collected in Ward-05, Bhubaneswar.",en,"Please address garbage not collected in Ward-05, Bhubaneswar.",sanitation,garbage not collected,Bhubaneswar,Ward-05,2026-01-19 04:30:00,low,3,O005,Sanitation,0.71,1,submitted
C0434,text,"unclean public toilet in Ward-16, Sambalpur for the last 2 hours.",en,"unclean public toilet in Ward-16, Sambalpur for the last 2 hours.",sanitation,unclean public toilet,Sambalpur,Ward-16,2026-02-11 17:30:00,high,2,O053,Sanitation,0.66,3,submitted
C0435,text,"People in Ward-12, Bhubaneswar are facing sparking wire since 1 week.",en,"People in Ward-12, Bhubaneswar are facing sparking wire since 1 week.",electricity,sparking wire,Bhubaneswar,Ward-12,2026-02-11 22:25:00,medium,2,O004,Electrical,0.66,3,submitted
C0436,text,Ward-12 इलाके में कम पानी का दबाव पिछले 2 घंटे से है।,hi,There is low pressure near Ward-12 in Bhubaneswar since 2 hours.,water,low pressure,Bhubaneswar,Ward-12,2026-01-11 07:31:00,medium,5,O002,Water Supply,0.74,2,in_progress
C0437,audio,"Public safety complaint: open electric box in Ward-16, Sambalpur.",en,"Public safety complaint: open electric box in Ward-16, Sambalpur.",public_safety,open electric box,Sambalpur,Ward-16,2026-03-15 03:53:00,medium,4,O060,Public Safety,0.57,4,resolved
C0438,text,"Citizens reported bus stop damage in Ward-06, Puri.",en,"Citizens reported bus stop damage in Ward-06, Puri.",transport,bus stop damage,Puri,Ward-06,2026-01-14 16:38:00,medium,2,O048,Traffic & Transport,0.82,4,submitted
C0439,audio,There is low pressure near Ward-03 in Cuttack since 1 day.,en,There is low pressure near Ward-03 in Cuttack since 1 day.,water,low pressure,Cuttack,Ward-03,2026-01-30 03:27:00,medium,2,O017,Water Supply,0.38,3,submitted
C0440,video,"Immediate action needed for stray dog issue near Ward-02, Puri.",en,"Immediate action needed for stray dog issue near Ward-02, Puri.",public_safety,stray dog issue,Puri,Ward-02,2026-02-07 16:51:00,low,3,O043,Public Safety,0.29,0,resolved
C0441,video,"People in Ward-05, Bhubaneswar are facing power outage since 1 day.",en,"People in Ward-05, Bhubaneswar are facing power outage since 1 day.",electricity,power outage,Bhubaneswar,Ward-05,2026-03-07 08:32:00,high,2,O004,Electrical,0.88,2,submitted
C0442,text,"People in Ward-09, Cuttack are facing sparking wire since 2 hours.",en,"People in Ward-09, Cuttack are facing sparking wire since 2 hours.",electricity,sparking wire,Cuttack,Ward-09,2026-01-15 22:05:00,high,1,O020,Electrical,0.76,1,submitted
C0443,video,"damaged footpath on main road of Ward-07, Sambalpur.",en,"damaged footpath on main road of Ward-07, Sambalpur.",roads,damaged footpath,Sambalpur,Ward-07,2026-02-08 02:09:00,low,6,O056,Roads & Works,0.83,1,submitted
C0444,audio,"Please address garbage not collected in Ward-16, Sambalpur.",en,"Please address garbage not collected in Ward-16, Sambalpur.",sanitation,garbage not collected,Sambalpur,Ward-16,2026-01-06 06:40:00,low,5,O053,Sanitation,0.88,4,submitted
C0445,audio,"Public safety complaint: fallen tree in Ward-10, Puri.",en,"Public safety complaint: fallen tree in Ward-10, Puri.",public_safety,fallen tree,Puri,Ward-10,2026-02-25 06:13:00,medium,3,O043,Public Safety,0.81,2,resolved
C0446,text,"pothole on main road of Ward-11, Sambalpur.",en,"pothole on main road of Ward-11, Sambalpur.",roads,pothole,Sambalpur,Ward-11,2026-02-16 11:18:00,medium,8,O055,Roads & Works,0.6,2,in_progress
C0447,text,"Residents in Ward-03, Cuttack are facing low pressure for 1 day.",en,"Residents in Ward-03, Cuttack are facing low pressure for 1 day.",water,low pressure,Cuttack,Ward-03,2026-01-23 11:40:00,medium,2,O017,Water Supply,0.3,0,submitted
C0448,video,"Ward-08, Bhubaneswar ରେ ବସ୍ ଷ୍ଟପ୍ ଖରାପ ସମସ୍ୟା ଅଛି।",or,"bus stop damage at junction in Ward-08, Bhubaneswar.",transport,bus stop damage,Bhubaneswar,Ward-08,2026-02-27 05:50:00,medium,3,O015,Traffic & Transport,0.49,0,submitted
C0449,text,"fallen tree creating danger in Ward-21, Cuttack.",en,"fallen tree creating danger in Ward-21, Cuttack.",public_safety,fallen tree,Cuttack,Ward-21,2026-02-06 14:56:00,high,1,O028,Public Safety,0.37,3,in_progress
C0450,text,Ward-20 इलाके में मैनहोल का ढक्कन टूटा की समस्या है।,hi,"manhole cover broken near Ward-20, Sambalpur after rain.",drainage,manhole cover broken,Sambalpur,Ward-20,2026-03-12 15:10:00,low,7,O058,Drainage,0.3,1,resolved
C0451,text,"damaged footpath on main road of Ward-12, Bhubaneswar.",en,"damaged footpath on main road of Ward-12, Bhubaneswar.",roads,damaged footpath,Bhubaneswar,Ward-12,2026-02-05 04:07:00,high,2,O008,Roads & Works,0.65,1,submitted
C0452,text,"Immediate action needed for stray dog issue near Ward-10, Puri.",en,"Immediate action needed for stray dog issue near Ward-10, Puri.",public_safety,stray dog issue,Puri,Ward-10,2026-01-27 08:56:00,medium,3,O043,Public Safety,0.34,0,submitted
C0453,audio,"Urgent: sparking wire near market area of Ward-02, Puri.",en,"Urgent: sparking wire near market area of Ward-02, Puri.",electricity,sparking wire,Puri,Ward-02,2026-02-10 21:53:00,high,2,O036,Electrical,0.3,3,in_progress
C0454,audio,"Ward-11, Sambalpur में कचरा नहीं उठाया गया की समस्या बनी हुई है।",hi,"garbage not collected in Ward-11, Sambalpur for the last 1 week.",sanitation,garbage not collected,Sambalpur,Ward-11,2026-01-30 06:34:00,medium,2,O054,Sanitation,0.89,0,resolved
C0455,text,Ward-19 इलाके में नाली जाम की समस्या है।,hi,"blocked drain near Ward-19, Bhubaneswar after rain.",drainage,blocked drain,Bhubaneswar,Ward-19,2026-03-06 09:30:00,high,3,O009,Drainage,0.71,0,submitted
C0456,text,"damaged footpath on main road of Ward-27, Cuttack.",en,"damaged footpath on main road of Ward-27, Cuttack.",roads,damaged footpath,Cuttack,Ward-27,2026-01-05 04:31:00,medium,8,O024,Roads & Works,0.54,2,submitted
C0457,text,"Urgent: street light failure near market area of Ward-01, Bhubaneswar.",en,"Urgent: street light failure near market area of Ward-01, Bhubaneswar.",electricity,street light failure,Bhubaneswar,Ward-01,2026-01-27 12:26:00,high,1,O003,Electrical,0.25,2,submitted
C0458,text,"blocked drain near Ward-12, Bhubaneswar after rain.",en,"blocked drain near Ward-12, Bhubaneswar after rain.",drainage,blocked drain,Bhubaneswar,Ward-12,2026-02-02 09:52:00,medium,4,O010,Drainage,0.36,1,in_progress
C0459,text,"Urgent: power outage near market area of Ward-11, Sambalpur.",en,"Urgent: power outage near market area of Ward-11, Sambalpur.",electricity,power outage,Sambalpur,Ward-11,2026-01-03 19:26:00,medium,3,O051,Electrical,0.91,0,submitted
C0460,text,"manhole cover broken near Ward-27, Cuttack after rain.",en,"manhole cover broken near Ward-27, Cuttack after rain.",drainage,manhole cover broken,Cuttack,Ward-27,2026-02-02 04:34:00,low,5,O025,Drainage,0.62,3,submitted
C0461,text,"Complaint filed for blocked drain in Ward-07, Sambalpur since 2 days.",en,"Complaint filed for blocked drain in Ward-07, Sambalpur since 2 days.",drainage,blocked drain,Sambalpur,Ward-07,2026-02-02 18:22:00,high,3,O058,Drainage,0.66,0,submitted
C0462,audio,Bhubaneswar के Ward-01 में मैनहोल का ढक्कन टूटा हो रहा है।,hi,"manhole cover broken near Ward-01, Bhubaneswar after rain.",drainage,manhole cover broken,Bhubaneswar,Ward-01,2026-01-19 07:39:00,low,7,O010,Drainage,0.94,3,submitted
C0463,audio,"Ward-06, Puri में खतरनाक निर्माण मलबा से खतरा है।",hi,"unsafe construction debris creating danger in Ward-06, Puri.",public_safety,unsafe construction debris,Puri,Ward-06,2026-01-01 16:57:00,high,1,O043,Public Safety,0.34,3,in_progress
C0464,text,Ward-19 क्षेत्र में बिजली गुल पिछले 2 दिन से है।,hi,"power outage reported in Ward-19, Bhubaneswar for 2 days.",electricity,power outage,Bhubaneswar,Ward-19,2026-03-12 22:38:00,medium,3,O004,Electrical,0.34,0,submitted
C0465,audio,"Need urgent repair for pothole in Ward-15, Puri.",en,"Need urgent repair for pothole in Ward-15, Puri.",roads,pothole,Puri,Ward-15,2026-01-17 16:05:00,high,4,O040,Roads & Works,0.44,1,resolved
C0466,text,Ward-10 ଅଞ୍ଚଳରେ ଦୁଷିତ ପାଣି ପଛଲା 1 ସପ୍ତାହ ଧରି ଚାଲିଛି।,or,There is contaminated water near Ward-10 in Puri since 1 week.,water,contaminated water,Puri,Ward-10,2026-03-12 09:40:00,medium,3,O033,Water Supply,0.88,3,submitted
C0467,audio,ଡଷ୍ଟବିନ୍ ଭରିଯାଇଛି ପାଇଁ Ward-03 ଅଞ୍ଚଳରେ ଅସୁବିଧା ହେଉଛି।,or,"overflowing bin in Ward-03, Cuttack for the last 2 hours.",sanitation,overflowing bin,Cuttack,Ward-03,2026-02-28 04:01:00,high,1,O021,Sanitation,0.64,3,in_progress
C0468,text,"Public safety complaint: unsafe construction debris in Ward-12, Bhubaneswar.",en,"Public safety complaint: unsafe construction debris in Ward-12, Bhubaneswar.",public_safety,unsafe construction debris,Bhubaneswar,Ward-12,2026-03-07 02:02:00,medium,2,O012,Public Safety,0.24,5,submitted
C0469,text,"illegal dumping observed in Ward-05, Bhubaneswar.",en,"illegal dumping observed in Ward-05, Bhubaneswar.",health,illegal dumping,Bhubaneswar,Ward-05,2026-01-07 16:58:00,low,7,O013,Public Health,0.33,0,submitted
C0470,text,"Residents in Ward-20, Sambalpur are facing low pressure for 5 hours.",en,"Residents in Ward-20, Sambalpur are facing low pressure for 5 hours.",water,low pressure,Sambalpur,Ward-20,2026-03-12 10:21:00,high,2,O049,Water Supply,0.94,3,in_progress
C0471,text,"People in Ward-04, Sambalpur are facing power outage since 2 days.",en,"People in Ward-04, Sambalpur are facing power outage since 2 days.",electricity,power outage,Sambalpur,Ward-04,2026-01-06 14:58:00,high,1,O051,Electrical,0.44,0,submitted
C0472,audio,"Residents in Ward-08, Bhubaneswar are facing contaminated water for 2 hours.",en,"Residents in Ward-08, Bhubaneswar are facing contaminated water for 2 hours.",water,contaminated water,Bhubaneswar,Ward-08,2026-03-16 02:38:00,medium,3,O002,Water Supply,0.21,3,resolved
C0473,text,"Public safety complaint: unsafe construction debris in Ward-01, Bhubaneswar.",en,"Public safety complaint: unsafe construction debris in Ward-01, Bhubaneswar.",public_safety,unsafe construction debris,Bhubaneswar,Ward-01,2026-03-03 04:04:00,medium,1,O011,Public Safety,0.91,2,submitted
C0474,video,"Transport complaint: bus stop damage near bus stand in Ward-07, Sambalpur.",en,"Transport complaint: bus stop damage near bus stand in Ward-07, Sambalpur.",transport,bus stop damage,Sambalpur,Ward-07,2026-02-07 12:32:00,high,3,O064,Traffic & Transport,0.48,1,submitted
C0475,text,"Public safety complaint: stray dog issue in Ward-10, Puri.",en,"Public safety complaint: stray dog issue in Ward-10, Puri.",public_safety,stray dog issue,Puri,Ward-10,2026-03-12 05:53:00,medium,1,O043,Public Safety,0.53,1,in_progress
C0476,audio,Ward-14 क्षेत्र में स्ट्रीट लाइट खराब पिछले 2 दिन से है।,hi,"street light failure reported in Ward-14, Cuttack for 2 days.",electricity,street light failure,Cuttack,Ward-14,2026-03-15 00:37:00,medium,4,O020,Electrical,0.43,0,in_progress
C0477,video,ट्रैफिक सिग्नल बंद के कारण यातायात प्रभावित है।,hi,"traffic signal not working at junction in Ward-05, Bhubaneswar.",transport,traffic signal not working,Bhubaneswar,Ward-05,2026-02-11 08:47:00,medium,5,O016,Traffic & Transport,0.49,0,submitted
C0478,text,"Immediate action needed for fallen tree near Ward-01, Bhubaneswar.",en,"Immediate action needed for fallen tree near Ward-01, Bhubaneswar.",public_safety,fallen tree,Bhubaneswar,Ward-01,2026-01-18 07:12:00,high,1,O012,Public Safety,0.37,1,submitted
C0479,text,"garbage not collected in Ward-09, Cuttack for the last 1 day.",en,"garbage not collected in Ward-09, Cuttack for the last 1 day.",sanitation,garbage not collected,Cuttack,Ward-09,2026-02-26 05:50:00,low,4,O021,Sanitation,0.93,1,submitted
C0480,text,ଅସ୍ଵଚ୍ଛ ସାର୍ବଜନିକ ଶୌଚାଳୟ ପାଇଁ Ward-18 ଅଞ୍ଚଳରେ ଅସୁବିଧା ହେଉଛି।,or,"unclean public toilet in Ward-18, Puri for the last 2 hours.",sanitation,unclean public toilet,Puri,Ward-18,2026-02-02 14:44:00,high,1,O037,Sanitation,0.67,2,resolved
C0481,text,"People are suffering due to sewer overflow in Ward-09, Cuttack.",en,"People are suffering due to sewer overflow in Ward-09, Cuttack.",drainage,sewer overflow,Cuttack,Ward-09,2026-02-20 04:56:00,medium,3,O026,Drainage,0.77,0,submitted
C0482,text,"Immediate action needed for unsafe construction debris near Ward-16, Sambalpur.",en,"Immediate action needed for unsafe construction debris near Ward-16, Sambalpur.",public_safety,unsafe construction debris,Sambalpur,Ward-16,2026-02-12 13:30:00,medium,4,O060,Public Safety,0.51,5,in_progress
